SYMBOL,NAME,EXCHANGE,CATEGORY NAME,CATEGORY NUMBER
4H6.F,HULAMIN,FRA,ALUMINUM,132
NATIONALU.NS,NATIONAL ALUMINIUM CO. LTD.,NSI,ALUMINUM,132
KALU,KAISER ALUMINUM CORPORATION,NMS,ALUMINUM,132
0647.HK,JOYCE BOUTIQUE,HKG,APPAREL STORES,730
NXT.L,NEXT PLC,LSE,APPAREL STORES,730
CHS,CHICO'S FAS INC.,NYQ,APPAREL STORES,730
GPS.V,BSM TECHNOLOGIES INC.,VAN,APPAREL STORES,730
GCO,GENESCO INC.,NYQ,APPAREL STORES,730
CBK,CHRISTOPHER & BANKS CORPORATION,NYQ,APPAREL STORES,730
MW,"THE MEN'S WEARHOUSE, INC.",NYQ,APPAREL STORES,730
VCH.MU,CHARLES VOEGELE,MUN,APPAREL STORES,730
SFH.AX,SPECIALTY FASHION GROUP LIMITED,ASX,APPAREL STORES,730
GES,GUESS' INC.,NYQ,APPAREL STORES,730
URBN,URBAN OUTFITTERS INC.,NMS,APPAREL STORES,730
NXG.SG,NEXT,STU,APPAREL STORES,730
RET-A.TO,REITMANS CANADA LTD.,TOR,APPAREL STORES,730
O08.SI,OSSIA INTERNATIONAL LIMITED,SES,APPAREL STORES,730
DSW,DSW INC.,NYQ,APPAREL STORES,730
IXD.SG,INDITEX,STU,APPAREL STORES,730
1368.HK,XTEP INT'L,HKG,APPAREL STORES,730
CATO,THE CATO CORPORATION,NYQ,APPAREL STORES,730
ANN,ANN INC.,NYQ,APPAREL STORES,730
PLCE,"THE CHILDREN'S PLACE, INC.",NMS,APPAREL STORES,730
AEO,"AMERICAN EAGLE OUTFITTERS, INC.",NYQ,APPAREL STORES,730
GPS,"THE GAP, INC.",NYQ,APPAREL STORES,730
CHKE,CHEROKEE INC.,NMS,APPAREL STORES,730
LB,"L BRANDS, INC.",NYQ,APPAREL STORES,730
NWY,NEW YORK & COMPANY INC.,NYQ,APPAREL STORES,730
SMRT,STEIN MART INC.,NMS,APPAREL STORES,730
ARO,"AÉROPOSTALE, INC.
",NYQ,APPAREL STORES,730
0238.HK,EVERGREEN INT,HKG,APPAREL STORES,730
4QI.F,XTEP INTL HLDGS,FRA,APPAREL STORES,730
ULC.DE,UNITEDLABELS AKTIENGESELLSCHAFT,GER,APPAREL STORES,730
RSO.SG,ROSS STORES,STU,APPAREL STORES,730
GMAN,"GORDMANS STORES, INC.",NMS,APPAREL STORES,730
BEBE,"BEBE STORES, INC.",NMS,APPAREL STORES,730
ASNA,ASCENA RETAIL GROUP INC.,NMS,APPAREL STORES,730
IXD.MU,INDITEX,MUN,APPAREL STORES,730
WTSL,"THE WET SEAL, INC.",NMS,APPAREL STORES,730
JYE.F,JOYCE BOUTIQUE,FRA,APPAREL STORES,730
KMD.AX,KATHMANDU HOLDINGS LIMITED,ASX,APPAREL STORES,730
YC8.F,CHICO'S FAS,FRA,APPAREL STORES,730
BKE,"THE BUCKLE, INC.",NYQ,APPAREL STORES,730
DXLG,"DESTINATION XL GROUP, INC.",NMS,APPAREL STORES,730
EXPR,EXPRESS INC.,NYQ,APPAREL STORES,730
ROST,ROSS STORES INC.,NMS,APPAREL STORES,730
SSI,STAGE STORES INC.,NYQ,APPAREL STORES,730
ANF,ABERCROMBIE & FITCH CO.,NYQ,APPAREL STORES,730
PSUN,PACIFIC SUNWEAR OF CALIFORNIA INC.,NMS,APPAREL STORES,730
SCVL,SHOE CARNIVAL INC.,NMS,APPAREL STORES,730
FRAN,FRANCESCA'S HOLDINGS CORPORATION,NMS,APPAREL STORES,730
DEST,DESTINATION MATERNITY CORPORATION,NMS,APPAREL STORES,730
TLYS,"TILLY'S, INC.",NYQ,APPAREL STORES,730
BODY,BODY CENTRAL CORP.,PNK,APPAREL STORES,730
TTI.F,TOM TAILOR HLDG N,FRA,APPAREL STORES,730
JWN,NORDSTROM INC.,NYQ,APPAREL STORES,730
CTRN,"CITI TRENDS, INC.",NMS,APPAREL STORES,730
LUX,LUXOTTICA GROUP SPA,NYQ,APPAREL STORES,730
IXD.DE,INDUSTRIA DE DISENO TEXTIL SA,GER,APPAREL STORES,730
CTU-A.TO,LE CHATEAU INC.,TOR,APPAREL STORES,730
CACH,CACHE INC.,NMS,APPAREL STORES,730
IRBT,IROBOT CORPORATION,NMS,APPLIANCES,310
WHR,WHIRLPOOL CORP.,NYQ,APPLIANCES,310
AVRN,AVRA INC.,OBB,APPLIANCES,310
IMMR,IMMERSION CORPORATION,NMS,APPLICATION SOFTWARE,821
EXNT,ENXNET INC.,PNK,APPLICATION SOFTWARE,821
PWEB,"PACIFIC WEBWORKS, INC.",OBB,APPLICATION SOFTWARE,821
RALY,RALLY SOFTWARE DEVELOPMENT CORP.,NYQ,APPLICATION SOFTWARE,821
QADA,QAD INC.,NMS,APPLICATION SOFTWARE,821
MATR,MATTERSIGHT CORPORATION,NGM,APPLICATION SOFTWARE,821
BNFT,"BENEFITFOCUS, INC.",NGM,APPLICATION SOFTWARE,821
DWRE,"DEMANDWARE, INC.",NYQ,APPLICATION SOFTWARE,821
SQI,"SCIQUEST, INC.",NMS,APPLICATION SOFTWARE,821
CRM,"SALESFORCE.COM, INC.",NYQ,APPLICATION SOFTWARE,821
MBLY,MOBILEYE N.V.,NYQ,APPLICATION SOFTWARE,821
CHYR,CHYRONHEGO CORP.,NGM,APPLICATION SOFTWARE,821
FALC,FALCONSTOR SOFTWARE INC.,NGM,APPLICATION SOFTWARE,821
FIVN,"FIVE9, INC.",NGM,APPLICATION SOFTWARE,821
VPIG,"VIRTUAL PIGGY, INC",OBB,APPLICATION SOFTWARE,821
OPWR,"OPOWER, INC.",NYQ,APPLICATION SOFTWARE,821
CDK,"CDK GLOBAL, INC.",NMS,APPLICATION SOFTWARE,821
SSNT,"SILVERSUN TECHNOLOGIES, INC.",OBB,APPLICATION SOFTWARE,821
BIRT,ACTUATE CORPORATION,NMS,APPLICATION SOFTWARE,821
TXTR,TEXTURA CORPORATION,NYQ,APPLICATION SOFTWARE,821
MEDA,MEDIA ANALYTICS CORPORATION,PNK,APPLICATION SOFTWARE,821
CMCM,CHEETAH MOBILE INC.,NYQ,APPLICATION SOFTWARE,821
RP,"REALPAGE, INC.",NMS,APPLICATION SOFTWARE,821
BSQR,BSQUARE CORP.,NGM,APPLICATION SOFTWARE,821
DTVI,"DOT VN, INC. (DE)",PNK,APPLICATION SOFTWARE,821
JIVE,"JIVE SOFTWARE, INC.",NMS,APPLICATION SOFTWARE,821
PRO,"PROS HOLDINGS, INC.",NYQ,APPLICATION SOFTWARE,821
FTNT,FORTINET INC.,NMS,APPLICATION SOFTWARE,821
UPIP,"UNWIRED PLANET, INC.",NMS,APPLICATION SOFTWARE,821
FXIT,FOREX INTERNATIONAL TRADING CORP.,PNK,APPLICATION SOFTWARE,821
DATA,"TABLEAU SOFTWARE, INC.",NYQ,APPLICATION SOFTWARE,821
IMPV,IMPERVA INC.,NYQ,APPLICATION SOFTWARE,821
ORCL,ORACLE CORPORATION,NYQ,APPLICATION SOFTWARE,821
TISA,TOP IMAGE SYSTEMS LTD.,NCM,APPLICATION SOFTWARE,821
BGNN,"B GREEN INNOVATIONS, INC.",PNK,APPLICATION SOFTWARE,821
SOFO,"SONIC FOUNDRY, INC.",NCM,APPLICATION SOFTWARE,821
ELLI,"ELLIE MAE, INC.",NYQ,APPLICATION SOFTWARE,821
TUBE,"TUBEMOGUL, INC.",NMS,APPLICATION SOFTWARE,821
XFCH,"X-FACTOR COMMUNICATIONS HOLDINGS, INC.",PNK,APPLICATION SOFTWARE,821
MITK,"MITEK SYSTEMS, INC.",NCM,APPLICATION SOFTWARE,821
SNCR,"SYNCHRONOSS TECHNOLOGIES, INC.",NMS,APPLICATION SOFTWARE,821
UPLD,"UPLAND SOFTWARE, INC.",NGM,APPLICATION SOFTWARE,821
ACTA,ACTUA CORPORATION,NMS,APPLICATION SOFTWARE,821
GOMO,SUNGY MOBILE LIMITED,NGM,APPLICATION SOFTWARE,821
CTRX,CATAMARAN CORPORATION,NMS,APPLICATION SOFTWARE,821
GLSO,GLASSESOFF INC.,OBB,APPLICATION SOFTWARE,821
MOBL,"MOBILEIRON, INC.",NMS,APPLICATION SOFTWARE,821
EXA,EXA CORPORATION,NGM,APPLICATION SOFTWARE,821
STMP,STAMPS.COM INC.,NMS,APPLICATION SOFTWARE,821
DTSI,DTS INC.,NMS,APPLICATION SOFTWARE,821
WNYN,"WARP 9, INC.",PNK,APPLICATION SOFTWARE,821
SWI,"SOLARWINDS, INC.",NYQ,APPLICATION SOFTWARE,821
AGYS,AGILYSYS INC.,NMS,APPLICATION SOFTWARE,821
SYNA,SYNAPTICS INC.,NMS,APPLICATION SOFTWARE,821
GSB,"GLOBALSCAPE, INC.",ASE,APPLICATION SOFTWARE,821
MOBI,SKY-MOBI LIMITED,NGM,APPLICATION SOFTWARE,821
ZEN,"ZENDESK, INC.",NYQ,APPLICATION SOFTWARE,821
MUSS,"MULTI SOLUTIONS II, INC.",PNK,APPLICATION SOFTWARE,821
BLIN,"BRIDGELINE DIGITAL, INC.",NCM,APPLICATION SOFTWARE,821
AMSWA,"AMERICAN SOFTWARE, INC.",NMS,APPLICATION SOFTWARE,821
GUID,"GUIDANCE SOFTWARE, INC.",NGM,APPLICATION SOFTWARE,821
CATI,CLONE ALGO TECHNOLOGIES INC.,OBB,APPLICATION SOFTWARE,821
SAP,SAP SE,NYQ,APPLICATION SOFTWARE,821
EIGI,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",NMS,APPLICATION SOFTWARE,821
RNG,"RINGCENTRAL, INC.",NYQ,APPLICATION SOFTWARE,821
MGIC,MAGIC SOFTWARE ENTERPRISES LTD.,NMS,APPLICATION SOFTWARE,821
MODN,"MODEL N, INC.",NYQ,APPLICATION SOFTWARE,821
SRNA,SURNA INC.,PNK,APPLICATION SOFTWARE,821
SAAX,NOUVEAU VENTURES INC.,PNK,APPLICATION SOFTWARE,821
CVLT,"COMMVAULT SYSTEMS, INC.",NMS,APPLICATION SOFTWARE,821
TYPE,MONOTYPE IMAGING HOLDINGS INC.,NMS,APPLICATION SOFTWARE,821
ADVS,"ADVENT SOFTWARE, INC.",NMS,APPLICATION SOFTWARE,821
FLTX,FLEETMATICS GROUP PLC,NYQ,APPLICATION SOFTWARE,821
SLH,SOLERA HOLDINGS INC.,NYQ,APPLICATION SOFTWARE,821
EOPN,"E2OPEN, INC.",NGM,APPLICATION SOFTWARE,821
PRGS,PROGRESS SOFTWARE CORPORATION,NMS,APPLICATION SOFTWARE,821
EFUT,E-FUTURE INFORMATION TECHNOLOGY INC.,NCM,APPLICATION SOFTWARE,821
CVT,"CVENT, INC.",NYQ,APPLICATION SOFTWARE,821
PCTY,PAYLOCITY HOLDING CORPORATION,NMS,APPLICATION SOFTWARE,821
COVS,COVISINT CORPORATION,NMS,APPLICATION SOFTWARE,821
CSOD,"CORNERSTONE ONDEMAND, INC.",NMS,APPLICATION SOFTWARE,821
MEDL,"MEDL MOBILE HOLDINGS, INC.",PNK,APPLICATION SOFTWARE,821
ANSS,"ANSYS, INC.",NMS,APPLICATION SOFTWARE,821
AMAP,AUTONAVI HOLDINGS LIMITED,NMS,APPLICATION SOFTWARE,821
LOCK,"LIFELOCK, INC.",NYQ,APPLICATION SOFTWARE,821
FNJN,"FINJAN HOLDINGS, INC.",NCM,APPLICATION SOFTWARE,821
BCOV,"BRIGHTCOVE, INC.",NMS,APPLICATION SOFTWARE,821
PRLS,PEERLESS SYSTEMS CORP.,NCM,APPLICATION SOFTWARE,821
MDRX,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",NMS,APPLICATION SOFTWARE,821
ATEA,ASTEA INTERNATIONAL INC.,NCM,APPLICATION SOFTWARE,821
SPSC,"SPS COMMERCE, INC.",NMS,APPLICATION SOFTWARE,821
VSMR,VERIFY SMART CORP.,PNK,APPLICATION SOFTWARE,821
BV,"BAZAARVOICE, INC.",NMS,APPLICATION SOFTWARE,821
PLUS,EPLUS INC.,NMS,APPLICATION SOFTWARE,821
MDSY,BLUEPHOENIX SOLUTIONS LTD.,NGM,APPLICATION SOFTWARE,821
ISNS,"IMAGE SENSING SYSTEMS, INC.",NCM,APPLICATION SOFTWARE,821
MKTO,"MARKETO, INC.",NMS,APPLICATION SOFTWARE,821
CDNS,CADENCE DESIGN SYSTEMS INC.,NMS,APPLICATION SOFTWARE,821
NSIT,INSIGHT ENTERPRISES INC.,NMS,APPLICATION SOFTWARE,821
CNIT,"CHINA INFORMATION TECHNOLOGY, INC.",NMS,APPLICATION SOFTWARE,821
EGOV,NIC INC.,NMS,APPLICATION SOFTWARE,821
AWRE,"AWARE, INC.",NGM,APPLICATION SOFTWARE,821
ZIXI,ZIX CORPORATION,NMS,APPLICATION SOFTWARE,821
OTEX,OPEN TEXT CORPORATION,NMS,APPLICATION SOFTWARE,821
NQ,NQ MOBILE INC.,NYQ,APPLICATION SOFTWARE,821
CPWR,COMPUWARE CORPORATION,NMS,APPLICATION SOFTWARE,821
FEYE,"FIREEYE, INC.",NMS,APPLICATION SOFTWARE,821
TIGR,TIGERLOGIC CORPORATION,NCM,APPLICATION SOFTWARE,821
SAAS,"INCONTACT, INC.",NCM,APPLICATION SOFTWARE,821
AVG,AVG TECHNOLOGIES N.V.,NYQ,APPLICATION SOFTWARE,821
QLYS,"QUALYS, INC.",NMS,APPLICATION SOFTWARE,821
MANH,"MANHATTAN ASSOCIATES, INC.",NMS,APPLICATION SOFTWARE,821
MSTR,MICROSTRATEGY INC.,NMS,APPLICATION SOFTWARE,821
APPO,"ALPHAPOINT TECHNOLOGY, INC.",PNK,APPLICATION SOFTWARE,821
NUAN,"NUANCE COMMUNICATIONS, INC.",NMS,APPLICATION SOFTWARE,821
LYRI,"LYRIS, INC.",PNK,APPLICATION SOFTWARE,821
AVOI,"ADVANCED VOICE RECOGNITION SYSTEMS, INC.",PNK,APPLICATION SOFTWARE,821
WDDD,WORLDS INC.,PNK,APPLICATION SOFTWARE,821
PFPT,"PROOFPOINT, INC.",NGM,APPLICATION SOFTWARE,821
TSYS,TELECOMMUNICATION SYSTEMS INC.,NMS,APPLICATION SOFTWARE,821
MTLS,MATERIALISE NV,NMS,APPLICATION SOFTWARE,821
SEAC,SEACHANGE INTERNATIONAL INC.,NMS,APPLICATION SOFTWARE,821
NTWK,"NETSOL TECHNOLOGIES, INC.",NCM,APPLICATION SOFTWARE,821
RUBI,"THE RUBICON PROJECT, INC.",NYQ,APPLICATION SOFTWARE,821
RHT,"RED HAT, INC.",NYQ,APPLICATION SOFTWARE,821
MSCI,MSCI INC.,NYQ,APPLICATION SOFTWARE,821
ECOM,CHANNELADVISOR CORPORATION,NYQ,APPLICATION SOFTWARE,821
MRIN,MARIN SOFTWARE INCORPORATED,NYQ,APPLICATION SOFTWARE,821
CSLT,"CASTLIGHT HEALTH, INC.",NYQ,APPLICATION SOFTWARE,821
LIQD,"LIQUID HOLDINGS GROUP, INC.",NGM,APPLICATION SOFTWARE,821
SMSI,SMITH MICRO SOFTWARE INC.,NMS,APPLICATION SOFTWARE,821
HUBS,"HUBSPOT, INC.",NYQ,APPLICATION SOFTWARE,821
AMBR,"AMBER ROAD, INC.",NYQ,APPLICATION SOFTWARE,821
STV,"CHINA DIGITAL TV HOLDING CO., LTD.",NYQ,APPLICATION SOFTWARE,821
KEYW,THE KEYW HOLDING CORPORATION,NMS,APPLICATION SOFTWARE,821
TWOU,"2U, INC.",NMS,APPLICATION SOFTWARE,821
OHGI,"ONE HORIZON GROUP, INC.",NCM,APPLICATION SOFTWARE,821
RST,"ROSETTA STONE, INC.",NYQ,APPLICATION SOFTWARE,821
XNET,XUNLEI LIMITED,NMS,APPLICATION SOFTWARE,821
EAHC,EXPLORE ANYWHERE HOLDING CORP.,PNK,APPLICATION SOFTWARE,821
BSFT,"BROADSOFT, INC.",NMS,APPLICATION SOFTWARE,821
SPLK,"SPLUNK, INC.",NMS,APPLICATION SOFTWARE,821
EPAZ,EPAZZ INC.,PNK,APPLICATION SOFTWARE,821
IDN,"INTELLICHECK MOBILISA, INC.",ASE,APPLICATION SOFTWARE,821
VMCI,"IMEDICOR, INC.",PNK,APPLICATION SOFTWARE,821
JNGW,JINGWEI INTERNATIONAL LIMITED,PNK,APPLICATION SOFTWARE,821
VCSY,VERTICAL COMPUTER SYSTEMS INC.,PNK,APPLICATION SOFTWARE,821
ARIS,ARI NETWORK SERVICES INC.,NCM,APPLICATION SOFTWARE,821
PAR,PAR TECHNOLOGY CORPORATION,NYQ,APPLICATION SOFTWARE,821
LXFT,"LUXOFT HOLDING, INC.",NYQ,APPLICATION SOFTWARE,821
ADBE,ADOBE SYSTEMS INC.,NMS,APPLICATION SOFTWARE,821
DAEG,DAEGIS INC.,NCM,APPLICATION SOFTWARE,821
WDAY,"WORKDAY, INC.",NYQ,APPLICATION SOFTWARE,821
LOGM,"LOGMEIN, INC.",NMS,APPLICATION SOFTWARE,821
YDLE,"YODLEE, INC.",NMS,APPLICATION SOFTWARE,821
XCLL,XCELMOBILITY INC.,PNK,APPLICATION SOFTWARE,821
INTU,INTUIT INC.,NMS,APPLICATION SOFTWARE,821
DPSI,"DECISIONPOINT SYSTEMS, INC.",OBB,APPLICATION SOFTWARE,821
PAYC,"PAYCOM SOFTWARE, INC.",NYQ,APPLICATION SOFTWARE,821
M6O.F,BOLSAS Y MERCADOS,FRA,ASSET MANAGEMENT,422
BK,THE BANK OF NEW YORK MELLON CORPORATION,NYQ,ASSET MANAGEMENT,422
JAN.DU,JAPAN ASIA INVT,DUS,ASSET MANAGEMENT,422
4WM.DE,WORLD MARKETS AG,GER,ASSET MANAGEMENT,422
MCGC,MCG CAPITAL CORPORATION,NMS,ASSET MANAGEMENT,422
FIG,FORTRESS INVESTMENT GROUP LLC,NYQ,ASSET MANAGEMENT,422
IHJ.MU,VZ HOLDING N,MUN,ASSET MANAGEMENT,422
WILLAMAGO.NS,WILLIAMSON MAGOR & CO. LIMITED,NSI,ASSET MANAGEMENT,422
M3B.BE,MIC,BER,ASSET MANAGEMENT,422
WHG,WESTWOOD HOLDINGS GROUP INC.,NYQ,ASSET MANAGEMENT,422
AWN.AX,AROWANA INTERNATIONAL LIMITED,ASX,ASSET MANAGEMENT,422
XEK.MU,FORTRESS INVEST-A,MUN,ASSET MANAGEMENT,422
XYM.TO,STAR PORTFOLIO CORP.,TOR,ASSET MANAGEMENT,422
WETF,"WISDOMTREE INVESTMENTS, INC.",NMS,ASSET MANAGEMENT,422
L1O.SG,LLOYD FONDS,STU,ASSET MANAGEMENT,422
AHA.AX,AG FINANCIAL LTD,ASX,ASSET MANAGEMENT,422
ZOF.MU,SBI HOLDINGS,MUN,ASSET MANAGEMENT,422
KRD.F,KARDAN NV,FRA,ASSET MANAGEMENT,422
1036.HK,VANKE PPT OVS,HKG,ASSET MANAGEMENT,422
VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",NMS,ASSET MANAGEMENT,422
ACAS,"AMERICAN CAPITAL, LTD.",NMS,ASSET MANAGEMENT,422
BRW.L,BREWIN DOLPHIN HOLDINGS PLC,LSE,ASSET MANAGEMENT,422
OSWALAG.BO,OSWAL AGRO MILLS LTD.,,ASSET MANAGEMENT,422
VLR-H.V,VALOR VENTURES INC.,VAN,ASSET MANAGEMENT,422
WCM-B.TO,WILMINGTON CAPITAL MANAGEMENT INC.,TOR,ASSET MANAGEMENT,422
AQU.AX,AQUAINT CAPITAL HOLDINGS LIMITED,ASX,ASSET MANAGEMENT,422
FII,"FEDERATED INVESTORS, INC.",NYQ,ASSET MANAGEMENT,422
FNGN,"FINANCIAL ENGINES, INC.",NMS,ASSET MANAGEMENT,422
GAE.V,GREENANGEL ENERGY CORP.,VAN,ASSET MANAGEMENT,422
0222.HK,MIN XIN HOLDINGS LTD.,HKG,ASSET MANAGEMENT,422
CG,THE CARLYLE GROUP LP,NMS,ASSET MANAGEMENT,422
MCX.NS,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,NSI,ASSET MANAGEMENT,422
MC,MOELIS & COMPANY,NYQ,ASSET MANAGEMENT,422
VTLN.F,VONTOBEL HLDG N,FRA,ASSET MANAGEMENT,422
WP.V,WESTERN PACIFIC TRUST CO.,VAN,ASSET MANAGEMENT,422
HDJ0.MU,HENDERSON GROUP,MUN,ASSET MANAGEMENT,422
AB,ALLIANCEBERNSTEIN HOLDING L.P.,NYQ,ASSET MANAGEMENT,422
A50.SI,ROWSLEY LTD.,SES,ASSET MANAGEMENT,422
MGP.AX,MANAGED ACCOUNTS HOLDINGS LIMITED,ASX,ASSET MANAGEMENT,422
GLJ.DU,GRENKELEASING,DUS,ASSET MANAGEMENT,422
QVE.AX,QV EQUITIES LIMITED,ASX,ASSET MANAGEMENT,422
MA1.F,MAX21 MGT U. BET,FRA,ASSET MANAGEMENT,422
VOYA,"VOYA FINANCIAL, INC.",NYQ,ASSET MANAGEMENT,422
0535.HK,GEMDALE PROPERTIES AND INVESTMENT CORPORATION LIMITED,HKG,ASSET MANAGEMENT,422
ZCT1.SG,ZIMTU CAPITAL,STU,ASSET MANAGEMENT,422
1140.HK,OP FIN INV,HKG,ASSET MANAGEMENT,422
CNS,COHEN & STEERS INC.,NYQ,ASSET MANAGEMENT,422
PGC.NZ,PYNE GOULD CORPORATION LIMITED,NZE,ASSET MANAGEMENT,422
BLK,"BLACKROCK, INC.",NYQ,ASSET MANAGEMENT,422
HNNA,"HENNESSY ADVISORS, INC.",NCM,ASSET MANAGEMENT,422
K01.SI,K1 VENTURES LIMITED,SES,ASSET MANAGEMENT,422
OAK,"OAKTREE CAPITAL GROUP, LLC",NYQ,ASSET MANAGEMENT,422
KKR,KKR & CO. L.P.,NYQ,ASSET MANAGEMENT,422
M.V,MOSAIC CAPITAL CORPORATION,VAN,ASSET MANAGEMENT,422
0111.HK,CINDA INTERNATIONAL HOLDINGS LIMITED,HKG,ASSET MANAGEMENT,422
IV6B.DU,KINNEVIK INV. -B-,DUS,ASSET MANAGEMENT,422
GS.TO,"GLUSKIN SHEFF + ASSOCIATES, INC.",TOR,ASSET MANAGEMENT,422
SMCG,MILLENNIUM INVESTMENT & ACQUISITION COMPANY INC,PNK,ASSET MANAGEMENT,422
XEK.SG,FORTRESS INVEST-A,STU,ASSET MANAGEMENT,422
ASA,ASA GOLD AND PRECIOUS METALS LIMITED,NYQ,ASSET MANAGEMENT,422
XEK.F,FORTRESS INVEST-A,FRA,ASSET MANAGEMENT,422
ARES,"ARES MANAGEMENT, L.P.",NYQ,ASSET MANAGEMENT,422
TCI.V,TARGET CAPITAL INC.,VAN,ASSET MANAGEMENT,422
0026.HK,"CHINA MOTOR BUS COMPANY, LIMITED",HKG,ASSET MANAGEMENT,422
XS3A.F,TANFIELD GRP,FRA,ASSET MANAGEMENT,422
0068.HK,LEE HING DEVELOPMENT LIMITED,HKG,ASSET MANAGEMENT,422
LAZ,LAZARD LTD.,NYQ,ASSET MANAGEMENT,422
INVP.L,INVESTEC PLC,LSE,ASSET MANAGEMENT,422
CET,CENTRAL SECURITIES CORP.,ASE,ASSET MANAGEMENT,422
SDR.L,SCHRODERS PLC,LSE,ASSET MANAGEMENT,422
FSZ.TO,FIERA CAPITAL CORPORATION,TOR,ASSET MANAGEMENT,422
ZCT1.F,ZIMTU CAPITAL,FRA,ASSET MANAGEMENT,422
8088.HK,CROSBY CAPITAL,HKG,ASSET MANAGEMENT,422
HDJ0.F,HENDERSON GROUP,FRA,ASSET MANAGEMENT,422
IFL.AX,IOOF HOLDINGS LIMITED,ASX,ASSET MANAGEMENT,422
1168.HK,SINOLINK WORLDWIDE HOLDINGS LTD.,HKG,ASSET MANAGEMENT,422
SGE.V,STRATEGEM CAPITAL CORP.,VAN,ASSET MANAGEMENT,422
KADVANI.BO,ATLANTA INFRASTRUCTURE AND FINANCE LIMITED,BSE,ASSET MANAGEMENT,422
BX,THE BLACKSTONE GROUP L.P.,NYQ,ASSET MANAGEMENT,422
B8A.SG,BAVARIA INDUSTR,STU,ASSET MANAGEMENT,422
SEIC,SEI INVESTMENTS CO.,NMS,ASSET MANAGEMENT,422
GBL,"GAMCO INVESTORS, INC.",NYQ,ASSET MANAGEMENT,422
0095.HK,LVGEM CHINA,HKG,ASSET MANAGEMENT,422
MBB.DE,MBB INDUSTRIES AG,GER,ASSET MANAGEMENT,422
0433.HK,NORTH MINING SHARES COMPANY LIMITED,HKG,ASSET MANAGEMENT,422
DHIL,DIAMOND HILL INVESTMENT GROUP INC.,NMS,ASSET MANAGEMENT,422
LAQ.V,LA QUINTA RESOURCES CORP.,VAN,ASSET MANAGEMENT,422
BN9.DU,BANK OF NY MELLON,DUS,ASSET MANAGEMENT,422
GCP.L,GCP INFRASTRUCTURE INVESTMENTS LTD.,LSE,ASSET MANAGEMENT,422
NFX.V,NEXGEN FINANCIAL CORPORATION,VAN,ASSET MANAGEMENT,422
AMG,AFFILIATED MANAGERS GROUP INC.,NYQ,ASSET MANAGEMENT,422
0191.HK,LAI SUN GARMENT (INTERNATIONAL) LIMITED,HKG,ASSET MANAGEMENT,422
MERR,"MERRIMAN HOLDINGS, INC.",PNK,ASSET MANAGEMENT,422
STT,STATE STREET CORPORATION,NYQ,ASSET MANAGEMENT,422
NOAH,NOAH HOLDINGS LIMITED,NYQ,ASSET MANAGEMENT,422
ASX.AX,ASX LIMITED,ASX,ASSET MANAGEMENT,422
WCM-A.TO,WILMINGTON CAPITAL MANAGEMENT INC.,TOR,ASSET MANAGEMENT,422
INNO,"INNOCAP, INC.",PNK,ASSET MANAGEMENT,422
1383.HK,SUNCENTURY GP,HKG,ASSET MANAGEMENT,422
TCN.TO,TRICON CAPITAL GROUP INC.,TOR,ASSET MANAGEMENT,422
DC-PB.TO,DUNDEE CORPORATION,TOR,ASSET MANAGEMENT,422
SOFR.PA,SOCIETE FRANCAISE DE GESTION ET D'INVESTISSEMENT,PAR,ASSET MANAGEMENT,422
RE7.SG,REMGRO,STU,ASSET MANAGEMENT,422
S68.SI,SINGAPORE EXCHANGE LIMITED,SES,ASSET MANAGEMENT,422
AMP,"AMERIPRISE FINANCIAL, INC.",NYQ,ASSET MANAGEMENT,422
XA6.BE,DIVERSA,BER,ASSET MANAGEMENT,422
PZN,"PZENA INVESTMENT MANAGEMENT, INC",NYQ,ASSET MANAGEMENT,422
RCP.L,RIT CAPITAL PARTNERS PLC,LSE,ASSET MANAGEMENT,422
ECPG,"ENCORE CAPITAL GROUP, INC.",NMS,ASSET MANAGEMENT,422
APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC.,NYQ,ASSET MANAGEMENT,422
REXI,"RESOURCE AMERICA, INC.",NMS,ASSET MANAGEMENT,422
OZM,OCH-ZIFF CAPITAL MANAGEMENT GROUP LLC,NYQ,ASSET MANAGEMENT,422
SOHL,SOUTHERN TRUST SECURITIES HOLDING CORPORATION,PNK,ASSET MANAGEMENT,422
CSWC,CAPITAL SOUTHWEST CORPORATION,NMS,ASSET MANAGEMENT,422
IHJ.BE,VZ HOLDING N,BER,ASSET MANAGEMENT,422
RILY,"B. RILEY FINANCIAL, INC.",OBB,ASSET MANAGEMENT,422
PJR.SG,PIPER JAFFRAY,STU,ASSET MANAGEMENT,422
NFD-A.V,NORTHFIELD CAPITAL CORP.,VAN,ASSET MANAGEMENT,422
TSL.BO,TSL INDUSTRIES LIMITED,BSE,ASSET MANAGEMENT,422
HRZN,HORIZON TECHNOLOGY FINANCE CORPORATION,NMS,ASSET MANAGEMENT,422
NNS.BE,NANOSTART,BER,ASSET MANAGEMENT,422
GLCH,"GLEACHER & COMPANY, INC",PNK,ASSET MANAGEMENT,422
FRK.F,FRANKLIN RESOURCES,FRA,ASSET MANAGEMENT,422
